eBird Location codes:,,,,,,,,
344,"""US-VA-149:Prince George County"",",,,49,US-,FL-,049,:Hardee County
345,"""US-VA-147:Prince Edward County"",",,,51,US-,FL-,051,:Hendry County
346,"""US-VA-145:Powhatan County"",",,,53,US-,FL-,053,:Hernando County
347,"""US-VA-143:Pittsylvania County"",",,,55,US-,FL-,055,:Highlands County
348,"""US-VA-141:Patrick County"",",,,57,US-,FL-,057,:Hillsborough County
349,"""US-VA-139:Page County"",",,,59,US-,FL-,059,:Holmes County
350,"""US-VA-137:Orange County"",",,,61,US-,FL-,061,:Indian River County
351,"""US-VA-135:Nottoway County"",",,,63,US-,FL-,063,:Jackson County
352,"""US-VA-133:Northumberland County"",",,,65,US-,FL-,065,:Jefferson County
353,"""US-VA-131:Northampton County"",",,,67,US-,FL-,067,:Lafayette County
354,"""US-VA-127:New Kent County"",",,,69,US-,FL-,069,:Lake County
355,"""US-VA-125:Nelson County"",",,,71,US-,FL-,071,:Lee County
356,"""US-VA-121:Montgomery County"",",,,73,US-,FL-,073,:Leon County
357,"""US-VA-119:Middlesex County"",",,,75,US-,FL-,075,:Levy County
358,"""US-VA-117:Mecklenburg County"",",,,77,US-,FL-,077,:Liberty County
359,"""US-VA-115:Mathews County"",",,,79,US-,FL-,079,:Madison County
360,"""US-VA-113:Madison County"",",,,81,US-,FL-,081,:Manatee County
361,"""US-VA-111:Lunenburg County"",",,,83,US-,FL-,083,:Marion County
362,"""US-VA-109:Louisa County"",",,,85,US-,FL-,085,:Martin County
363,"""US-VA-107:Loudoun County"",",,,86,US-,FL-,086,:Miami-Dade County
364,"""US-VA-105:Lee County"",",,,87,US-,FL-,087,:Monroe County
365,"""US-VA-103:Lancaster County"",",,,89,US-,FL-,089,:Nassau County
366,"""US-VA-101:King William County"",",,,91,US-,FL-,091,:Okaloosa County
367,"""US-VA-099:King George County"",",,,93,US-,FL-,093,:Okeechobee County
368,"""US-VA-097:King and Queen County"",",,,95,US-,FL-,095,:Orange County
369,"""US-VA-095:James City County"",",,,97,US-,FL-,097,:Osceola County
370,"""US-VA-093:Isle of Wight County"",",,,99,US-,FL-,099,:Palm Beach County
371,"""US-VA-091:Highland County"",",,,101,US-,FL-,101,:Pasco County
372,"""US-VA-089:Henry County"",",,,103,US-,FL-,103,:Pinellas County
373,"""US-VA-087:Henrico County"",",,,105,US-,FL-,105,:Polk County
374,"""US-VA-085:Hanover County"",",,,107,US-,FL-,107,:Putnam County
375,"""US-VA-083:Halifax County"",",,,109,US-,FL-,109,:St. Johns County
376,"""US-VA-081:Greensville County"",",,,111,US-,FL-,111,:St. Lucie County
377,"""US-VA-079:Greene County"",",,,113,US-,FL-,113,:Santa Rosa County
378,"""US-VA-077:Grayson County"",",,,115,US-,FL-,115,:Sarasota County
379,"""US-VA-075:Goochland County"",",,,117,US-,FL-,117,:Seminole County
380,"""US-VA-073:Gloucester County"",",,,119,US-,FL-,119,:Sumter County
381,"""US-VA-071:Giles County"",",,,121,US-,FL-,121,:Suwannee County
382,"""US-VA-069:Frederick County"",",,,123,US-,FL-,123,:Taylor County
383,"""US-VA-067:Franklin County"",",,,125,US-,FL-,125,:Union County
384,"""US-VA-065:Fluvanna County"",",,,127,US-,FL-,127,:Volusia County
385,"""US-VA-063:Floyd County"",",,,129,US-,FL-,129,:Wakulla County
386,"""US-VA-061:Fauquier County"",",,,131,US-,FL-,131,:Walton County
387,"""US-VA-059:Fairfax County"",",,,133,US-,FL-,133,:Washington County
388,"""US-VA-057:Essex County"",",,,1,US-,GA-,001,:Appling County
389,"""US-VA-053:Dinwiddie County"",",,,3,US-,GA-,003,:Atkinson County
390,"""US-VA-051:Dickenson County"",",,,5,US-,GA-,005,:Bacon County
391,"""US-VA-049:Cumberland County"",",,,7,US-,GA-,007,:Baker County
392,"""US-VA-047:Culpeper County"",",,,9,US-,GA-,009,:Baldwin County
393,"""US-VA-045:Craig County"",",,,11,US-,GA-,011,:Banks County
394,"""US-VA-043:Clarke County"",",,,13,US-,GA-,013,:Barrow County
395,"""US-VA-041:Chesterfield County"",",,,15,US-,GA-,015,:Bartow County
396,"""US-VA-037:Charlotte County"",",,,17,US-,GA-,017,:Ben Hill County
397,"""US-VA-036:Charles City County"",",,,19,US-,GA-,019,:Berrien County
398,"""US-VA-035:Carroll County"",",,,21,US-,GA-,021,:Bibb County
399,"""US-VA-033:Caroline County"",",,,23,US-,GA-,023,:Bleckley County
400,"""US-VA-031:Campbell County"",",,,25,US-,GA-,025,:Brantley County
401,"""US-VA-029:Buckingham County"",",,,27,US-,GA-,027,:Brooks County
402,"""US-VA-027:Buchanan County"",",,,29,US-,GA-,029,:Bryan County
403,"""US-VA-025:Brunswick County"",",,,31,US-,GA-,031,:Bulloch County
404,"""US-VA-023:Botetourt County"",",,,33,US-,GA-,033,:Burke County
405,"""US-VA-021:Bland County"",",,,35,US-,GA-,035,:Butts County
406,"""US-VA-019:Bedford County"",",,,37,US-,GA-,037,:Calhoun County
407,"""US-VA-017:Bath County"",",,,39,US-,GA-,039,:Camden County
408,"""US-VA-015:Augusta County"",",,,43,US-,GA-,043,:Candler County
409,"""US-VA-013:Arlington County"",",,,45,US-,GA-,045,:Carroll County
410,"""US-VA-011:Appomattox County"",",,,47,US-,GA-,047,:Catoosa County
411,"""US-VA-009:Amherst County"",",,,49,US-,GA-,049,:Charlton County
412,"""US-VA-007:Amelia County"",",,,51,US-,GA-,051,:Chatham County
413,"""US-VA-005:Alleghany County"",",,,53,US-,GA-,053,:Chattahoochee County
414,"""US-VA-003:Albemarle County"",",,,55,US-,GA-,055,:Chattooga County
415,"""US-VA-001:Accomack County"",",,,57,US-,GA-,057,:Cherokee County
416,"""US-VT-027:Windsor County"",",,,59,US-,GA-,059,:Clarke County
417,"""US-VT-025:Windham County"",",,,61,US-,GA-,061,:Clay County
418,"""US-VT-023:Washington County"",",,,63,US-,GA-,063,:Clayton County
419,"""US-VT-021:Rutland County"",",,,65,US-,GA-,065,:Clinch County
420,"""US-VT-019:Orleans County"",",,,67,US-,GA-,067,:Cobb County
421,"""US-VT-017:Orange County"",",,,69,US-,GA-,069,:Coffee County
422,"""US-VT-015:Lamoille County"",",,,71,US-,GA-,071,:Colquitt County
423,"""US-VT-013:Grand Isle County"",",,,73,US-,GA-,073,:Columbia County
424,"""US-VT-011:Franklin County"",",,,75,US-,GA-,075,:Cook County
425,"""US-VT-009:Essex County"",",,,77,US-,GA-,077,:Coweta County
426,"""US-VT-007:Chittenden County"",",,,79,US-,GA-,079,:Crawford County
427,"""US-VT-005:Caledonia County"",",,,81,US-,GA-,081,:Crisp County
428,"""US-VT-003:Bennington County"",",,,83,US-,GA-,083,:Dade County
429,"""US-VT-001:Addison County"",",,,85,US-,GA-,085,:Dawson County
430,"""US-UT-057:Weber County"",",,,87,US-,GA-,087,:Decatur County
431,"""US-UT-055:Wayne County"",",,,89,US-,GA-,089,:DeKalb County
432,"""US-UT-053:Washington County"",",,,91,US-,GA-,091,:Dodge County
433,"""US-UT-051:Wasatch County"",",,,93,US-,GA-,093,:Dooly County
434,"""US-UT-049:Utah County"",",,,95,US-,GA-,095,:Dougherty County
435,"""US-UT-047:Uintah County"",",,,97,US-,GA-,097,:Douglas County
436,"""US-UT-045:Tooele County"",",,,99,US-,GA-,099,:Early County
437,"""US-UT-043:Summit County"",",,,101,US-,GA-,101,:Echols County
438,"""US-UT-041:Sevier County"",",,,103,US-,GA-,103,:Effingham County
439,"""US-UT-039:Sanpete County"",",,,105,US-,GA-,105,:Elbert County
440,"""US-UT-037:San Juan County"",",,,107,US-,GA-,107,:Emanuel County
441,"""US-UT-035:Salt Lake County"",",,,109,US-,GA-,109,:Evans County
442,"""US-UT-033:Rich County"",",,,111,US-,GA-,111,:Fannin County
443,"""US-UT-031:Piute County"",",,,113,US-,GA-,113,:Fayette County
444,"""US-UT-029:Morgan County"",",,,115,US-,GA-,115,:Floyd County
445,"""US-UT-027:Millard County"",",,,117,US-,GA-,117,:Forsyth County
446,"""US-UT-025:Kane County"",",,,119,US-,GA-,119,:Franklin County
447,"""US-UT-023:Juab County"",",,,121,US-,GA-,121,:Fulton County
448,"""US-UT-021:Iron County"",",,,123,US-,GA-,123,:Gilmer County
449,"""US-UT-019:Grand County"",",,,125,US-,GA-,125,:Glascock County
450,"""US-UT-017:Garfield County"",",,,127,US-,GA-,127,:Glynn County
451,"""US-UT-015:Emery County"",",,,129,US-,GA-,129,:Gordon County
452,"""US-UT-013:Duchesne County"",",,,131,US-,GA-,131,:Grady County
453,"""US-UT-011:Davis County"",",,,133,US-,GA-,133,:Greene County
454,"""US-UT-009:Daggett County"",",,,135,US-,GA-,135,:Gwinnett County
455,"""US-UT-007:Carbon County"",",,,137,US-,GA-,137,:Habersham County
456,"""US-UT-005:Cache County"",",,,139,US-,GA-,139,:Hall County
457,"""US-UT-003:Box Elder County"",",,,141,US-,GA-,141,:Hancock County
458,"""US-UT-001:Beaver County"",",,,143,US-,GA-,143,:Haralson County
459,"""US-TX-507:Zavala County"",",,,145,US-,GA-,145,:Harris County
460,"""US-TX-505:Zapata County"",",,,147,US-,GA-,147,:Hart County
461,"""US-TX-503:Young County"",",,,149,US-,GA-,149,:Heard County
462,"""US-TX-501:Yoakum County"",",,,151,US-,GA-,151,:Henry County
463,"""US-TX-499:Wood County"",",,,153,US-,GA-,153,:Houston County
464,"""US-TX-497:Wise County"",",,,155,US-,GA-,155,:Irwin County
465,"""US-TX-495:Winkler County"",",,,157,US-,GA-,157,:Jackson County
466,"""US-TX-493:Wilson County"",",,,159,US-,GA-,159,:Jasper County
467,"""US-TX-491:Williamson County"",",,,161,US-,GA-,161,:Jeff Davis County
468,"""US-TX-489:Willacy County"",",,,163,US-,GA-,163,:Jefferson County
469,"""US-TX-487:Wilbarger County"",",,,165,US-,GA-,165,:Jenkins County
470,"""US-TX-485:Wichita County"",",,,167,US-,GA-,167,:Johnson County
471,"""US-TX-483:Wheeler County"",",,,169,US-,GA-,169,:Jones County
472,"""US-TX-481:Wharton County"",",,,171,US-,GA-,171,:Lamar County
473,"""US-TX-479:Webb County"",",,,173,US-,GA-,173,:Lanier County
474,"""US-TX-477:Washington County"",",,,175,US-,GA-,175,:Laurens County
475,"""US-TX-475:Ward County"",",,,177,US-,GA-,177,:Lee County
476,"""US-TX-473:Waller County"",",,,179,US-,GA-,179,:Liberty County
477,"""US-TX-471:Walker County"",",,,181,US-,GA-,181,:Lincoln County
478,"""US-TX-469:Victoria County"",",,,183,US-,GA-,183,:Long County
479,"""US-TX-467:Van Zandt County"",",,,185,US-,GA-,185,:Lowndes County
480,"""US-TX-465:Val Verde County"",",,,187,US-,GA-,187,:Lumpkin County
481,"""US-TX-463:Uvalde County"",",,,189,US-,GA-,189,:McDuffie County
482,"""US-TX-461:Upton County"",",,,191,US-,GA-,191,:McIntosh County
483,"""US-TX-459:Upshur County"",",,,193,US-,GA-,193,:Macon County
484,"""US-TX-457:Tyler County"",",,,195,US-,GA-,195,:Madison County
485,"""US-TX-455:Trinity County"",",,,197,US-,GA-,197,:Marion County
486,"""US-TX-453:Travis County"",",,,199,US-,GA-,199,:Meriwether County
487,"""US-TX-451:Tom Green County"",",,,201,US-,GA-,201,:Miller County
488,"""US-TX-449:Titus County"",",,,205,US-,GA-,205,:Mitchell County
489,"""US-TX-447:Throckmorton County"",",,,207,US-,GA-,207,:Monroe County
490,"""US-TX-445:Terry County"",",,,209,US-,GA-,209,:Montgomery County
491,"""US-TX-443:Terrell County"",",,,211,US-,GA-,211,:Morgan County
492,"""US-TX-441:Taylor County"",",,,213,US-,GA-,213,:Murray County
493,"""US-TX-439:Tarrant County"",",,,215,US-,GA-,215,:Muscogee County
494,"""US-TX-437:Swisher County"",",,,217,US-,GA-,217,:Newton County
495,"""US-TX-435:Sutton County"",",,,219,US-,GA-,219,:Oconee County
496,"""US-TX-433:Stonewall County"",",,,221,US-,GA-,221,:Oglethorpe County
497,"""US-TX-431:Sterling County"",",,,223,US-,GA-,223,:Paulding County
498,"""US-TX-429:Stephens County"",",,,225,US-,GA-,225,:Peach County
499,"""US-TX-427:Starr County"",",,,227,US-,GA-,227,:Pickens County
500,"""US-TX-425:Somervell County"",",,,229,US-,GA-,229,:Pierce County
501,"""US-TX-423:Smith County"",",,,231,US-,GA-,231,:Pike County
502,"""US-TX-421:Sherman County"",",,,233,US-,GA-,233,:Polk County
503,"""US-TX-419:Shelby County"",",,,235,US-,GA-,235,:Pulaski County
504,"""US-TX-417:Shackelford County"",",,,237,US-,GA-,237,:Putnam County
505,"""US-TX-415:Scurry County"",",,,239,US-,GA-,239,:Quitman County
506,"""US-TX-413:Schleicher County"",",,,241,US-,GA-,241,:Rabun County
507,"""US-TX-411:San Saba County"",",,,243,US-,GA-,243,:Randolph County
508,"""US-TX-409:San Patricio County"",",,,245,US-,GA-,245,:Richmond County
509,"""US-TX-407:San Jacinto County"",",,,247,US-,GA-,247,:Rockdale County
510,"""US-TX-405:San Augustine County"",",,,249,US-,GA-,249,:Schley County
511,"""US-TX-403:Sabine County"",",,,251,US-,GA-,251,:Screven County
512,"""US-TX-401:Rusk County"",",,,253,US-,GA-,253,:Seminole County
513,"""US-TX-399:Runnels County"",",,,255,US-,GA-,255,:Spalding County
514,"""US-TX-397:Rockwall County"",",,,257,US-,GA-,257,:Stephens County
515,"""US-TX-395:Robertson County"",",,,259,US-,GA-,259,:Stewart County
516,"""US-TX-393:Roberts County"",",,,261,US-,GA-,261,:Sumter County
517,"""US-TX-391:Refugio County"",",,,263,US-,GA-,263,:Talbot County
518,"""US-TX-389:Reeves County"",",,,265,US-,GA-,265,:Taliaferro County
519,"""US-TX-387:Red River County"",",,,267,US-,GA-,267,:Tattnall County
520,"""US-TX-385:Real County"",",,,269,US-,GA-,269,:Taylor County
521,"""US-TX-383:Reagan County"",",,,271,US-,GA-,271,:Telfair County
522,"""US-TX-381:Randall County"",",,,273,US-,GA-,273,:Terrell County
523,"""US-TX-379:Rains County"",",,,275,US-,GA-,275,:Thomas County
524,"""US-TX-377:Presidio County"",",,,277,US-,GA-,277,:Tift County
525,"""US-TX-375:Potter County"",",,,279,US-,GA-,279,:Toombs County
526,"""US-TX-373:Polk County"",",,,281,US-,GA-,281,:Towns County
527,"""US-TX-371:Pecos County"",",,,283,US-,GA-,283,:Treutlen County
528,"""US-TX-369:Parmer County"",",,,285,US-,GA-,285,:Troup County
529,"""US-TX-367:Parker County"",",,,287,US-,GA-,287,:Turner County
530,"""US-TX-365:Panola County"",",,,289,US-,GA-,289,:Twiggs County
531,"""US-TX-363:Palo Pinto County"",",,,291,US-,GA-,291,:Union County
532,"""US-TX-361:Orange County"",",,,293,US-,GA-,293,:Upson County
533,"""US-TX-359:Oldham County"",",,,295,US-,GA-,295,:Walker County
534,"""US-TX-357:Ochiltree County"",",,,297,US-,GA-,297,:Walton County
535,"""US-TX-355:Nueces County"",",,,299,US-,GA-,299,:Ware County
536,"""US-TX-353:Nolan County"",",,,301,US-,GA-,301,:Warren County
537,"""US-TX-351:Newton County"",",,,303,US-,GA-,303,:Washington County
538,"""US-TX-349:Navarro County"",",,,305,US-,GA-,305,:Wayne County
539,"""US-TX-347:Nacogdoches County"",",,,307,US-,GA-,307,:Webster County
540,"""US-TX-345:Motley County"",",,,309,US-,GA-,309,:Wheeler County
541,"""US-TX-343:Morris County"",",,,311,US-,GA-,311,:White County
542,"""US-TX-341:Moore County"",",,,313,US-,GA-,313,:Whitfield County
543,"""US-TX-339:Montgomery County"",",,,315,US-,GA-,315,:Wilcox County
544,"""US-TX-337:Montague County"",",,,317,US-,GA-,317,:Wilkes County
545,"""US-TX-335:Mitchell County"",",,,319,US-,GA-,319,:Wilkinson County
546,"""US-TX-333:Mills County"",",,,321,US-,GA-,321,:Worth County
547,"""US-TX-331:Milam County"",",,,1,US-,HI-,001,:Hawaii County
548,"""US-TX-329:Midland County"",",,,3,US-,HI-,003,:Honolulu County
549,"""US-TX-327:Menard County"",",,,5,US-,HI-,005,:Kalawao County
550,"""US-TX-325:Medina County"",",,,7,US-,HI-,007,:Kauai County
551,"""US-TX-323:Maverick County"",",,,9,US-,HI-,009,:Maui County
552,"""US-TX-321:Matagorda County"",",,,1,US-,ID-,001,:Ada County
553,"""US-TX-319:Mason County"",",,,3,US-,ID-,003,:Adams County
554,"""US-TX-317:Martin County"",",,,5,US-,ID-,005,:Bannock County
555,"""US-TX-315:Marion County"",",,,7,US-,ID-,007,:Bear Lake County
556,"""US-TX-313:Madison County"",",,,9,US-,ID-,009,:Benewah County
557,"""US-TX-311:McMullen County"",",,,11,US-,ID-,011,:Bingham County
558,"""US-TX-309:McLennan County"",",,,13,US-,ID-,013,:Blaine County
559,"""US-TX-307:McCulloch County"",",,,15,US-,ID-,015,:Boise County
560,"""US-TX-305:Lynn County"",",,,17,US-,ID-,017,:Bonner County
561,"""US-TX-303:Lubbock County"",",,,19,US-,ID-,019,:Bonneville County
562,"""US-TX-301:Loving County"",",,,21,US-,ID-,021,:Boundary County
563,"""US-TX-299:Llano County"",",,,23,US-,ID-,023,:Butte County
564,"""US-TX-297:Live Oak County"",",,,25,US-,ID-,025,:Camas County
565,"""US-TX-295:Lipscomb County"",",,,27,US-,ID-,027,:Canyon County
566,"""US-TX-293:Limestone County"",",,,29,US-,ID-,029,:Caribou County
567,"""US-TX-291:Liberty County"",",,,31,US-,ID-,031,:Cassia County
568,"""US-TX-289:Leon County"",",,,33,US-,ID-,033,:Clark County
569,"""US-TX-287:Lee County"",",,,35,US-,ID-,035,:Clearwater County
570,"""US-TX-285:Lavaca County"",",,,37,US-,ID-,037,:Custer County
571,"""US-TX-283:La Salle County"",",,,39,US-,ID-,039,:Elmore County
572,"""US-TX-281:Lampasas County"",",,,41,US-,ID-,041,:Franklin County
573,"""US-TX-279:Lamb County"",",,,43,US-,ID-,043,:Fremont County
574,"""US-TX-277:Lamar County"",",,,45,US-,ID-,045,:Gem County
575,"""US-TX-275:Knox County"",",,,47,US-,ID-,047,:Gooding County
576,"""US-TX-273:Kleberg County"",",,,49,US-,ID-,049,:Idaho County
577,"""US-TX-271:Kinney County"",",,,51,US-,ID-,051,:Jefferson County
578,"""US-TX-269:King County"",",,,53,US-,ID-,053,:Jerome County
579,"""US-TX-267:Kimble County"",",,,55,US-,ID-,055,:Kootenai County
580,"""US-TX-265:Kerr County"",",,,57,US-,ID-,057,:Latah County
581,"""US-TX-263:Kent County"",",,,59,US-,ID-,059,:Lemhi County
582,"""US-TX-261:Kenedy County"",",,,61,US-,ID-,061,:Lewis County
583,"""US-TX-259:Kendall County"",",,,63,US-,ID-,063,:Lincoln County
584,"""US-TX-257:Kaufman County"",",,,65,US-,ID-,065,:Madison County
585,"""US-TX-255:Karnes County"",",,,67,US-,ID-,067,:Minidoka County
586,"""US-TX-253:Jones County"",",,,69,US-,ID-,069,:Nez Perce County
587,"""US-TX-251:Johnson County"",",,,71,US-,ID-,071,:Oneida County
588,"""US-TX-249:Jim Wells County"",",,,73,US-,ID-,073,:Owyhee County
589,"""US-TX-247:Jim Hogg County"",",,,75,US-,ID-,075,:Payette County
590,"""US-TX-245:Jefferson County"",",,,77,US-,ID-,077,:Power County
591,"""US-TX-243:Jeff Davis County"",",,,79,US-,ID-,079,:Shoshone County
592,"""US-TX-241:Jasper County"",",,,81,US-,ID-,081,:Teton County
593,"""US-TX-239:Jackson County"",",,,83,US-,ID-,083,:Twin Falls County
594,"""US-TX-237:Jack County"",",,,85,US-,ID-,085,:Valley County
595,"""US-TX-235:Irion County"",",,,87,US-,ID-,087,:Washington County
596,"""US-TX-233:Hutchinson County"",",,,1,US-,IL-,001,:Adams County
597,"""US-TX-231:Hunt County"",",,,3,US-,IL-,003,:Alexander County
598,"""US-TX-229:Hudspeth County"",",,,5,US-,IL-,005,:Bond County
599,"""US-TX-227:Howard County"",",,,7,US-,IL-,007,:Boone County
600,"""US-TX-225:Houston County"",",,,9,US-,IL-,009,:Brown County
601,"""US-TX-223:Hopkins County"",",,,11,US-,IL-,011,:Bureau County
602,"""US-TX-221:Hood County"",",,,13,US-,IL-,013,:Calhoun County
603,"""US-TX-219:Hockley County"",",,,15,US-,IL-,015,:Carroll County
604,"""US-TX-217:Hill County"",",,,17,US-,IL-,017,:Cass County
605,"""US-TX-215:Hidalgo County"",",,,19,US-,IL-,019,:Champaign County
606,"""US-TX-213:Henderson County"",",,,21,US-,IL-,021,:Christian County
607,"""US-TX-211:Hemphill County"",",,,23,US-,IL-,023,:Clark County
608,"""US-TX-209:Hays County"",",,,25,US-,IL-,025,:Clay County
609,"""US-TX-207:Haskell County"",",,,27,US-,IL-,027,:Clinton County
610,"""US-TX-205:Hartley County"",",,,29,US-,IL-,029,:Coles County
611,"""US-TX-203:Harrison County"",",,,31,US-,IL-,031,:Cook County
612,"""US-TX-201:Harris County"",",,,33,US-,IL-,033,:Crawford County
613,"""US-TX-199:Hardin County"",",,,35,US-,IL-,035,:Cumberland County
614,"""US-TX-197:Hardeman County"",",,,37,US-,IL-,037,:DeKalb County
615,"""US-TX-195:Hansford County"",",,,39,US-,IL-,039,:De Witt County
616,"""US-TX-193:Hamilton County"",",,,41,US-,IL-,041,:Douglas County
617,"""US-TX-191:Hall County"",",,,43,US-,IL-,043,:DuPage County
618,"""US-TX-189:Hale County"",",,,45,US-,IL-,045,:Edgar County
619,"""US-TX-187:Guadalupe County"",",,,47,US-,IL-,047,:Edwards County
620,"""US-TX-185:Grimes County"",",,,49,US-,IL-,049,:Effingham County
621,"""US-TX-183:Gregg County"",",,,51,US-,IL-,051,:Fayette County
622,"""US-TX-181:Grayson County"",",,,53,US-,IL-,053,:Ford County
623,"""US-TX-179:Gray County"",",,,55,US-,IL-,055,:Franklin County
624,"""US-TX-177:Gonzales County"",",,,57,US-,IL-,057,:Fulton County
625,"""US-TX-175:Goliad County"",",,,59,US-,IL-,059,:Gallatin County
626,"""US-TX-173:Glasscock County"",",,,61,US-,IL-,061,:Greene County
627,"""US-TX-171:Gillespie County"",",,,63,US-,IL-,063,:Grundy County
628,"""US-TX-169:Garza County"",",,,65,US-,IL-,065,:Hamilton County
629,"""US-TX-167:Galveston County"",",,,67,US-,IL-,067,:Hancock County
630,"""US-TX-165:Gaines County"",",,,69,US-,IL-,069,:Hardin County
631,"""US-TX-163:Frio County"",",,,71,US-,IL-,071,:Henderson County
632,"""US-TX-161:Freestone County"",",,,73,US-,IL-,073,:Henry County
633,"""US-TX-159:Franklin County"",",,,75,US-,IL-,075,:Iroquois County
634,"""US-TX-157:Fort Bend County"",",,,77,US-,IL-,077,:Jackson County
635,"""US-TX-155:Foard County"",",,,79,US-,IL-,079,:Jasper County
